  cls    ig     type   clase    smass     u         g        r         sfr      Mcoldgas  Mhotgas  Tau    OH       bt    ssfr    
  2      197291   1      BS     9.727    -18.253   -19.055   -19.494   -0.068   9.092    10.103   3.49    10.057   0.617   -9.795   
  21     194772   1      BS     9.584    -15.184   -16.946   -17.942   99.0     99.0     9.241    5.629   13.996   0.188   99.0     
  7      230153   1      BS     10.27    -18.601   -19.604   -20.241   0.027    9.651    10.244   4.453   10.191   0.674   -10.243  
  21     28876    0      IL     9.176    -17.828   -18.563   -18.878   -0.378   9.707    10.172   2.878   9.625    0.0     -9.554   
  16     215304   1      RI     9.405    -17.516   -18.36    -18.819   -0.334   9.341    10.122   3.483   9.911    0.0     -9.739   
  33     183924   1      BS     9.322    -17.318   -18.228   -18.701   -0.513   9.492    9.841    3.622   9.749    0.0     -9.835   
  8      199122   1      IL     10.122   -19.313   -20.072   -20.513   0.354    9.888    10.694   2.801   10.12    0.814   -9.768   
  32     40153    0      IL     9.023    -17.211   -18.01    -18.378   -0.541   9.308    10.158   2.981   9.632    0.0     -9.564   
  27     226561   1      CL     9.653    -17.234   -18.327   -18.956   -0.719   9.35     9.766    4.614   9.964    0.0     -10.372  
  25     238066   1      IL     10.12    -16.553   -18.351   -19.336   99.0     99.0     10.306   5.74    13.996   0.503   99.0     
  7      229902   1      CL     9.41     -14.98    -16.563   -17.461   99.0     8.744    8.589    9.237   9.914    0.0     99.0     
  30     220183   1      IL     10.17    -18.904   -19.726   -20.224   0.318    10.139   10.606   4.11    10.177   0.532   -9.852   
  1      239943   1      IN     9.069    -14.433   -15.952   -16.794   99.0     8.618    9.176    8.88    9.486    0.0     99.0     
  6      223253   1      BS     9.271    -16.925   -17.827   -18.325   -0.695   9.235    9.847    4.214   9.867    0.0     -9.966   
  10     40702    0      IL     9.399    -17.197   -18.018   -18.481   -0.613   9.14     10.111   4.917   9.906    0.849   -10.012  
  4      37275    0      IN     9.233    -17.284   -18.146   -18.576   -0.498   9.14     10.123   3.494   9.746    0.0     -9.731   
  1      15337    0      BS     9.846    -18.368   -19.315   -19.813   0.44     9.886    10.593   2.928   9.531    0.0     -9.406   
  7      62672    0      BS     9.27     -16.157   -17.247   -17.873   99.0     9.091    9.709    5.831   9.625    0.0     99.0     
  14     39010    0      IN     9.141    -17.339   -18.059   -18.409   -0.652   9.343    10.165   4.206   9.729    0.0     -9.793   
  28     44481    0      BS     9.301    -17.051   -18.008   -18.528   -0.771   9.076    10.075   3.694   9.729    0.0     -10.072  
  9      181906   1      RI     9.884    -18.501   -19.318   -19.781   -0.055   9.746    10.17    4.442   10.116   0.0     -9.939   
  1      40341    0      IN     9.156    -17.394   -18.185   -18.556   -0.553   9.432    10.126   3.626   9.748    0.0     -9.709   
  9      181768   1      CL     9.022    -14.884   -16.437   -17.221   99.0     8.573    7.941    5.155   9.912    0.0     99.0     
  24     7991     0      IN     10.1     -19.547   -20.328   -20.737   0.48     10.463   10.792   2.918   9.986    0.105   -9.62    
  12     11855    0      IL     10.145   -19.306   -20.098   -20.542   0.352    10.005   10.711   3.314   10.149   0.438   -9.793   
  28     228990   1      RI     10.165   -19.114   -19.859   -20.301   0.393    9.771    10.658   3.968   10.246   0.644   -9.772   
  33     183873   1      IN     9.118    -16.916   -17.836   -18.306   -0.793   9.098    10.014   3.172   9.712    0.0     -9.911   
  9      31853    0      IN     9.106    -17.454   -18.272   -18.654   -0.274   9.341    10.299   2.312   9.565    0.0     -9.38    
  17     200725   1      BS     9.189    -17.386   -18.222   -18.621   -0.594   9.355    9.886    3.194   9.764    0.0     -9.783   
  13     5779     0      IN     10.532   -16.802   -18.441   -19.513   -0.594   9.794    11.133   6.864   10.105   0.756   -11.126  
  17     199858   1      IL     9.394    -17.974   -18.759   -19.14    -0.313   9.0      10.271   3.021   9.873    0.0     -9.707   
  2      60869    0      BS     9.283    -16.675   -17.631   -18.148   -0.915   8.847    9.903    6.384   9.628    0.028   -10.198  
  6      223368   1      CL     9.751    -17.994   -18.881   -19.388   -0.302   9.676    9.883    4.31    9.939    0.106   -10.053  
  2      77694    0      BS     9.118    -15.869   -16.878   -17.477   99.0     8.895    9.756    6.179   9.77     0.0     99.0     
  2      19506    0      IN     9.821    -18.132   -18.988   -19.503   0.114    9.684    10.479   3.544   10.041   0.139   -9.707   
  1      33438    0      IN     9.219    -17.901   -18.632   -18.945   -0.33    9.32     10.261   2.929   9.747    0.0     -9.549   
  19     84106    0      BS     9.059    -15.512   -17.033   -17.73    99.0     8.618    9.742    3.959   9.737    0.011   99.0     
  11     1753     0      IL     10.696   -16.87    -18.831   -19.957   99.0     9.878    11.856   0.123   10.043   0.634   99.0     
  29     16651    0      IL     9.644    -18.627   -19.501   -19.92    0.024    10.096   10.378   2.27    9.71     0.022   -9.62    
  34     203629   1      RI     9.731    -18.224   -19.026   -19.47    -0.046   9.728    10.2     3.483   10.018   0.718   -9.777   
  16     215095   1      CL     9.479    -15.672   -17.119   -17.949   99.0     8.126    9.092    6.948   10.058   0.0     99.0     
  9      18704    0      IL     9.666    -18.5     -19.276   -19.67    -0.05    9.868    10.479   3.331   9.935    0.096   -9.716   
  12     10487    0      IN     10.436   -19.541   -20.469   -20.962   0.801    9.179    10.764   3.945   10.429   0.0     -9.635   
  24     232477   1      RI     9.083    -17.109   -17.924   -18.316   -0.703   8.949    10.074   3.657   9.706    0.0     -9.786   
  2      5240     0      IL     10.179   -16.851   -18.574   -19.534   99.0     8.982    11.196   6.165   9.713    1.0     99.0     
  4      33910    0      IN     9.207    -17.537   -18.357   -18.754   -0.554   9.678    10.166   3.147   9.643    0.217   -9.761   
  13     17761    0      IL     9.926    -18.977   -19.72    -20.119   0.17     9.535    10.543   3.602   10.177   0.198   -9.756   
  1      27493    0      IN     9.379    -17.974   -18.769   -19.169   -0.287   9.558    10.308   2.798   9.791    0.242   -9.666   
  14     189793   1      RI     10.291   -16.593   -18.417   -19.449   99.0     9.489    11.196   7.292   9.976    0.686   99.0     
  11     2794     0      IL     10.664   -16.824   -18.836   -19.96    99.0     9.424    11.554   9.321   10.155   0.6     99.0     
  33     183879   1      CL     9.681    -16.555   -17.72    -18.441   -0.852   9.134    9.637    6.707   9.947    0.186   -10.533  
  5      24202    0      IL     9.562    -18.447   -19.203   -19.566   -0.056   9.549    10.401   3.08    9.925    0.06    -9.618   
  28     227447   1      IL     9.422    -16.784   -17.807   -18.392   -0.899   9.215    9.987    5.38    9.854    0.0     -10.321  
  5      193187   1      BS     9.894    -17.362   -18.454   -19.167   -0.472   9.182    10.099   4.506   10.11    0.97    -10.366  
  29     234048   1      IN     9.564    -17.502   -18.384   -18.9     -0.314   9.23     10.28    4.518   9.85     0.072   -9.878   
  30     30447    0      IN     9.368    -17.913   -18.701   -19.091   -0.366   9.472    10.285   3.139   9.763    0.0     -9.734   
  31     28461    0      IN     9.483    -18.014   -18.777   -19.167   -0.328   9.374    10.292   3.855   9.932    0.0     -9.811   
  13     33702    0      BS     9.67     -17.212   -18.224   -18.826   -0.552   9.378    10.148   5.157   9.862    0.445   -10.222  
  12     236159   1      IN     9.774    -18.181   -19.009   -19.493   0.13     9.325    10.478   3.598   10.038   0.0     -9.644   
  13     204762   1      CL     9.262    -14.802   -16.471   -17.381   99.0     99.0     8.169    6.059   13.996   0.955   99.0     
  11     209832   1      RI     9.628    -18.289   -19.075   -19.482   -0.146   9.39     10.282   3.561   10.025   0.0     -9.774   
  23     1155     0      IL     11.036   -18.004   -19.932   -21.019   99.0     9.783    12.05    9.555   9.966    0.973   99.0     
  23     19699    0      IN     10.328   -18.075   -19.189   -19.933   -0.105   9.048    10.272   5.942   10.416   0.0     -10.433  
  5      44133    0      IL     9.388    -16.865   -17.824   -18.407   -0.757   8.894    10.091   4.078   9.828    0.035   -10.145  
  12     236030   1      IN     9.051    -17.031   -17.843   -18.228   -0.727   9.133    9.998    3.637   9.734    0.0     -9.778   
  10     47143    0      BS     9.809    -16.39    -17.712   -18.571   99.0     9.102    9.805    6.5     9.998    0.0     99.0     
  6      55504    0      BS     9.941    -16.633   -18.363   -19.272   99.0     99.0     9.444    4.635   13.996   0.414   99.0     
  23     222199   1      RI     10.534   -17.078   -18.903   -19.924   99.0     9.858    11.453   9.887   9.963    0.859   99.0     
  5      3958     0      IL     10.731   -17.825   -19.662   -20.7     99.0     9.509    11.358   5.961   10.101   1.0     99.0     
  20     206512   1      RI     10.273   -15.798   -17.734   -18.873   99.0     9.598    11.111   9.141   9.954    0.844   99.0     
  8      56579    0      BS     9.22     -15.854   -17.387   -18.123   99.0     8.889    9.069    3.736   9.739    0.0     99.0     
  1      40189    0      IL     9.075    -16.762   -17.646   -18.112   -0.527   9.365    10.145   3.228   9.655    0.0     -9.602   
  6      223082   1      CL     9.139    -15.544   -16.63    -17.266   99.0     8.406    9.492    8.23    9.533    0.0     99.0     
  12     8716     0      IL     10.348   -19.227   -20.081   -20.609   0.42     10.178   10.85    4.364   10.181   0.429   -9.928   
  22     12949    0      IN     10.0     -18.841   -20.067   -20.529   1.264    9.604    10.638   2.35    10.159   0.998   -8.736   
  1      29901    0      IL     9.402    -18.135   -18.861   -19.199   -0.21    9.136    10.325   3.293   9.883    0.0     -9.612   
  9      24969    0      IN     9.547    -18.169   -18.949   -19.356   -0.056   9.353    10.405   3.292   9.891    0.0     -9.603   
  6      22079    0      IN     9.576    -17.81    -18.645   -19.121   0.084    9.652    10.446   3.224   9.868    0.04    -9.492   
  6      17186    0      IL     9.854    -18.811   -19.516   -19.914   0.15     9.576    10.574   3.123   10.077   0.872   -9.704   
  33     18441    0      IN     9.745    -18.586   -19.338   -19.743   0.013    9.881    10.46    3.486   10.029   0.0     -9.732   
  19     8832     0      IN     10.249   -18.025   -18.985   -19.638   0.412    10.021   10.863   3.549   10.084   0.545   -9.837   
  31     185484   1      IN     9.312    -16.665   -17.646   -18.206   -0.997   8.931    9.713    5.292   9.79     0.0     -10.309  
  22     217159   1      RI     10.09    -18.936   -19.766   -20.246   0.221    9.997    10.38    4.145   10.209   0.0     -9.869   
  11     209763   1      CL     10.173   -16.125   -18.008   -19.053   99.0     99.0     9.61     8.502   13.996   0.601   99.0     
  22     217150   1      CL     10.223   -18.213   -19.235   -19.918   -0.205   9.564    10.31    5.513   10.17    0.102   -10.428  
  27     31069    0      IN     9.297    -17.671   -18.582   -19.002   -0.427   9.404    10.217   2.644   9.702    0.0     -9.724   
  15     2492     0      IN     10.794   -17.38    -19.329   -20.45    99.0     9.337    11.607   6.947   10.084   0.764   99.0     
  11     209888   1      RI     10.348   -16.297   -18.244   -19.366   99.0     8.729    10.697   6.698   10.113   0.793   99.0     
  23     19043    0      BS     10.27    -18.571   -19.643   -20.296   -0.009   9.17     10.324   4.529   10.069   0.019   -10.279  
  8      12173    0      IL     9.962    -18.109   -18.938   -19.477   0.446    9.865    10.718   2.48    9.986    0.654   -9.516   
  23     221998   1      BS     9.549    -16.603   -17.712   -18.384   99.0     8.822    9.628    5.915   9.98     0.0     99.0     
  7      57781    0      BS     9.04     -16.75    -17.583   -17.986   -0.806   9.095    9.954    4.317   9.637    0.0     -9.846   
  23     222039   1      BS     9.252    -17.32    -18.181   -18.609   -0.666   9.339    9.949    3.978   9.663    0.0     -9.918   
  23     27915    0      BS     9.965    -17.656   -18.676   -19.343   -0.439   9.235    10.21    5.449   10.13    0.0     -10.404  
  20     9979     0      IN     10.321   -18.917   -20.077   -20.706   0.018    9.829    10.807   3.987   10.292   0.989   -10.303  
  33     183883   1      RI     9.257    -16.732   -17.703   -18.259   -0.58    9.024    10.138   2.749   9.777    0.553   -9.837   
  28     228821   1      CL     9.008    -16.128   -17.069   -17.57    99.0     8.442    9.512    5.694   9.64     0.0     99.0     
  5      8256     0      IL     10.368   -18.89    -19.781   -20.405   0.451    9.792    10.942   3.462   10.206   0.916   -9.917   
  14     12095    0      IL     10.152   -19.361   -20.132   -20.565   0.425    10.078   10.625   3.408   10.183   0.271   -9.727   
  6      43381    0      IN     9.25     -17.196   -18.059   -18.518   -0.616   9.158    10.109   3.462   9.817    0.0     -9.866   
  23     222069   1      RI     9.374    -17.726   -18.485   -18.867   -0.413   9.236    10.195   4.005   9.913    0.0     -9.787   
  27     9722     0      IL     10.253   -19.275   -20.026   -20.485   0.495    10.043   10.825   3.858   10.154   0.772   -9.758   
  4      3214     0      IL     10.724   -17.27    -19.222   -20.304   99.0     8.98     11.488   8.441   10.115   0.979   99.0     
  7      46249    0      IL     9.071    -16.836   -17.7     -18.136   -0.779   9.39     10.051   3.825   9.712    0.0     -9.85    
  1      34923    0      BS     9.693    -17.394   -18.523   -19.156   -0.795   9.232    10.15    4.008   9.997    0.046   -10.488  
  12     235975   1      RI     9.674    -16.34    -17.625   -18.413   99.0     8.442    9.569    6.826   9.983    0.039   99.0     
  7      29807    0      IL     9.447    -18.102   -18.902   -19.303   -0.254   8.916    10.335   2.748   9.879    0.023   -9.701   
  12     236115   1      IN     9.405    -17.367   -18.211   -18.68    -0.444   9.601    10.146   4.069   9.759    0.073   -9.849   
  7      230734   1      IL     9.118    -16.834   -17.717   -18.194   -0.628   9.424    10.046   3.001   9.762    0.0     -9.746   
  12     80371    0      BS     9.03     -15.905   -16.958   -17.535   99.0     8.898    9.756    5.131   9.63     0.0     99.0     
  11     28899    0      IN     9.42     -18.045   -18.805   -19.17    -0.289   9.532    10.305   3.351   9.893    0.037   -9.709   
  9      180828   1      IL     9.25     -17.681   -18.429   -18.783   -0.449   9.115    10.18    3.43    9.815    0.0     -9.699   
