cls   ra         dec        z    Mr01      ur    mur     kr50    C    stellarmass    sfr    ssfr     Dn4000   class   Zc   sigma     Mvir      Rvir   R200   w   dist     Pe   Ps    
  38     216.442902   63.2248     0.14    -20.864   3.063   20.254   2.504   2.61    10.884   -0.086   -11.023   1.825   2       0.139   1052.314  1.975E15   2.557   2.604   0.036   0.13    0.53    0.23   
  38     216.392197   63.3372     0.143   -21.133   2.442   21.021   4.021   2.525   10.965   0.547    -10.476   1.585   2       0.139   1052.314  1.975E15   2.557   2.604   0.025   0.354   0.52    0.14   
  38     215.879501   63.438301   0.133   -21.22    3.032   20.761   3.775   3.24    11.009   -0.698   -11.763   1.922   -1      0.139   1052.314  1.975E15   2.557   2.604   0.022   0.722   0.65    0.2    
  38     216.260803   63.479801   0.14    -21.749   3.146   21.363   6.255   3.027   11.386   -0.49    -11.958   1.89    -1      0.139   1052.314  1.975E15   2.557   2.604   0.011   0.683   0.85    0.15   
  38     216.252304   62.9762     0.143   -22.338   2.291   22.435   13.393  4.443   11.418   0.723    -10.75    1.665   5       0.139   1052.314  1.975E15   2.557   2.604   0.005   0.515   0.42    0.45   
  38     216.247696   63.146      0.145   -21.953   2.981   20.482   4.552   2.816   11.386   -0.206   -11.651   1.717   5       0.139   1052.314  1.975E15   2.557   2.604   0.008   0.151   0.61    0.23   
  38     216.019897   62.918301   0.14    -21.008   1.933   21.374   4.459   2.235   10.633   0.926    -9.769    1.26    2       0.139   1052.314  1.975E15   2.557   2.604   0.029   0.72    0.24    0.67   
  38     216.343704   63.1982     0.137   -22.949   3.241   21.143   9.889   2.803   12.047   0.128    -11.981   1.874   -1      0.139   1052.314  1.975E15   2.557   2.604   0.002   0.0     0.66    0.24   
  38     215.931702   63.0816     0.134   -21.005   3.001   20.5     3.023   2.816   11.015   -0.821   -11.909   1.877   -1      0.139   1052.314  1.975E15   2.557   2.604   0.029   0.484   0.47    0.54   
  38     215.9561     63.152802   0.144   -21.917   2.394   20.341   4.207   2.663   11.095   0.762    -10.372   1.488   3       0.139   1052.314  1.975E15   2.557   2.604   0.008   0.426   0.14    0.86   
  38     216.208801   63.1217     0.146   -21.194   1.984   22.054   6.618   2.516   10.835   0.694    -10.193   1.317   1       0.139   1052.314  1.975E15   2.557   2.604   0.023   0.224   0.0     0.93   
  38     216.338394   63.155899   0.136   -22.575   3.15    20.501   6.217   3.219   11.628   -0.45    -12.115   1.885   -1      0.139   1052.314  1.975E15   2.557   2.604   0.003   0.077   0.91    0.09   
  38     216.210693   63.144402   0.141   -20.837   3.154   20.518   2.789   3.03    10.989   -0.777   -11.819   1.9     -1      0.139   1052.314  1.975E15   2.557   2.604   0.037   0.18    0.61    0.23   
  38     216.111694   63.2435     0.139   -20.994   2.988   20.315   2.736   2.925   10.946   -0.782   -11.779   1.82    -1      0.139   1052.314  1.975E15   2.557   2.604   0.03    0.275   0.46    0.43   
  38     216.178604   63.329498   0.14    -21.468   3.168   20.222   3.261   2.965   11.274   -0.537   -11.876   1.867   -1      0.139   1052.314  1.975E15   2.557   2.604   0.016   0.367   0.84    0.08   
  38     215.749405   63.0709     0.138   -21.756   3.153   20.317   3.896   3.189   11.288   0.278    -11.061   1.933   2       0.139   1052.314  1.975E15   2.557   2.604   0.01    0.675   0.93    0.04   
  38     215.902298   63.070202   0.135   -21.425   2.773   20.515   3.689   2.996   11.023   -0.478   -11.543   1.743   -1      0.139   1052.314  1.975E15   2.557   2.604   0.016   0.524   0.39    0.61   
  38     215.894608   63.362801   0.14    -21.397   3.012   20.601   3.762   2.472   11.217   -0.554   -11.844   1.941   -1      0.139   1052.314  1.975E15   2.557   2.604   0.017   0.62    0.45    0.44   
  38     215.716095   63.375801   0.135   -20.898   2.899   20.545   2.94    2.892   10.895   -0.607   -11.563   1.911   -1      0.139   1052.314  1.975E15   2.557   2.604   0.034   0.762   0.79    0.12   
  38     215.707703   63.054901   0.137   -20.749   2.159   20.955   3.293   2.262   10.817   0.913    -9.963    1.383   3       0.139   1052.314  1.975E15   2.557   2.604   0.042   0.724   0.09    0.83   
  38     216.026093   62.9146     0.141   -20.989   2.543   20.785   3.369   2.255   10.95    -0.203   -11.219   1.879   5       0.139   1052.314  1.975E15   2.557   2.604   0.03    0.726   0.24    0.67   
  39     228.037796   -1.2754     0.123   -20.921   2.957   20.529   3.254   2.786   10.854   -0.947   -11.842   1.931   -1      0.122   812.477   8.947E14   1.943   2.01    0.032   0.736   0.53    0.36   
  39     228.083893   -1.2657     0.125   -21.207   2.183   20.179   3.149   3.093   10.784   0.913    -9.912    1.379   2       0.122   812.477   8.947E14   1.943   2.01    0.022   0.696   0.32    0.68   
  39     228.2603     -1.1436     0.119   -21.604   2.829   19.692   3.032   3.07    11.139   -0.479   -11.667   1.878   -1      0.122   812.477   8.947E14   1.943   2.01    0.012   0.908   0.93    0.07   
  39     228.104004   -1.4305     0.126   -21.303   2.628   20.501   3.923   2.392   11.014   -0.461   -11.526   1.945   -1      0.122   812.477   8.947E14   1.943   2.01    0.019   0.333   0.33    0.49   
  39     227.956497   -1.5771     0.123   -20.899   2.018   20.496   3.258   2.106   10.545   0.656    -9.949    1.303   2       0.122   812.477   8.947E14   1.943   2.01    0.033   0.751   0.3     0.61   
  39     228.100601   -1.5169     0.122   -21.082   2.279   20.325   3.379   2.583   10.738   0.346    -10.447   1.978   2       0.122   812.477   8.947E14   1.943   2.01    0.025   0.324   0.1     0.81   
  39     228.175598   -1.3952     0.121   -21.102   2.905   19.681   2.52    3.099   10.804   -0.881   -11.733   1.809   -1      0.122   812.477   8.947E14   1.943   2.01    0.025   0.251   0.43    0.5    
  39     228.172897   -1.6753     0.118   -21.979   2.812   19.071   2.992   3.158   11.16    -0.54    -11.757   1.876   -1      0.122   812.477   8.947E14   1.943   2.01    0.007   0.529   0.84    0.12   
  39     228.219101   -1.4742     0.122   -22.665   3.504   20.697   8.547   2.41    11.687   -0.569   -12.311   1.851   -1      0.122   812.477   8.947E14   1.943   2.01    0.003   0.0     0.72    0.1    
  39     228.162506   -1.5246     0.124   -21.477   2.511   19.694   3.098   2.835   10.945   0.32     -10.677   1.53    2       0.122   812.477   8.947E14   1.943   2.01    0.015   0.191   0.56    0.44   
  39     228.162994   -1.7323     0.122   -21.747   2.809   19.398   3.09    3.046   11.098   -0.435   -11.594   1.783   -1      0.122   812.477   8.947E14   1.943   2.01    0.01    0.697   0.7     0.26   
  39     228.176605   -1.6949     0.119   -20.76    2.04    20.515   3.307   2.316   10.651   0.139    -10.551   1.413   2       0.122   812.477   8.947E14   1.943   2.01    0.039   0.583   0.04    0.96   
  39     228.151505   -1.44       0.122   -20.847   2.767   19.979   2.573   2.865   10.768   -0.77    -11.603   1.959   -1      0.122   812.477   8.947E14   1.943   2.01    0.035   0.201   0.39    0.37   
  39     228.285904   -1.4227     0.126   -21.723   2.225   19.059   2.585   3.167   10.905   1.042    -9.915    1.388   2       0.122   812.477   8.947E14   1.943   2.01    0.011   0.26    0.86    0.14   
  39     228.287094   -1.542      0.121   -21.076   2.662   19.309   2.214   3.009   10.891   -0.625   -11.579   1.85    -1      0.122   812.477   8.947E14   1.943   2.01    0.025   0.262   0.81    0.15   
  39     228.358398   -1.4069     0.122   -21.73    2.532   19.859   3.78    2.711   10.941   0.22     -10.773   1.468   5       0.122   812.477   8.947E14   1.943   2.01    0.01    0.443   0.36    0.15   
  39     228.236404   -1.4718     0.119   -21.852   3.518   19.842   3.994   2.363   11.232   -0.815   -12.1     1.779   5       0.122   812.477   8.947E14   1.943   2.01    0.009   0.074   0.6     0.09   
  39     228.266098   -1.4763     0.125   -21.101   3.025   20.025   3.057   2.681   10.756   -0.659   -11.474   1.728   -1      0.122   812.477   8.947E14   1.943   2.01    0.025   0.144   0.3     0.38   
  39     228.238907   -1.6742     0.118   -20.816   1.703   19.966   2.665   2.526   10.31    0.427    -9.935    1.314   2       0.122   812.477   8.947E14   1.943   2.01    0.036   0.518   0.2     0.47   
  39     228.276901   -1.6014     0.12    -21.918   3.079   18.973   2.816   2.844   11.227   -0.721   -11.984   1.914   -1      0.122   812.477   8.947E14   1.943   2.01    0.008   0.366   0.95    0.03   
  40     229.323105   -0.2131     0.124   -20.906   2.743   20.285   2.817   3.089   11.034   0.122    -10.986   1.634   4       0.122   99.0      99.0       99.0    99.0    0.033   0.091   0.04    0.93   
  40     229.097198   -0.2811     0.122   -21.855   2.475   21.067   6.235   2.189   11.144   0.024    -11.18    1.579   5       0.122   99.0      99.0       99.0    99.0    0.009   0.079   0.03    0.97   
  40     228.876297   -0.1788     0.122   -20.744   2.65    20.225   2.525   2.576   10.788   -0.577   -11.402   1.785   -1      0.122   99.0      99.0       99.0    99.0    0.04    0.078   0.33    0.47   
  40     228.784393   0.1479      0.121   -21.202   2.924   20.831   4.118   2.469   11.033   -0.724   -11.812   1.844   -1      0.122   99.0      99.0       99.0    99.0    0.021   0.092   0.07    0.89   
  40     228.774094   0.2926      0.123   -21.332   2.95    19.969   2.932   3.38    11.034   -0.826   -11.904   1.976   -1      0.122   99.0      99.0       99.0    99.0    0.018   0.1     0.62    0.35   
  40     229.013901   0.141       0.122   -21.483   2.999   19.646   2.712   3.211   11.126   -0.746   -11.919   1.868   -1      0.122   99.0      99.0       99.0    99.0    0.015   0.097   0.67    0.13   
  40     228.996002   -0.0566     0.121   -20.936   3.026   19.969   2.456   2.829   10.953   -0.998   -12.0     1.995   -1      0.122   99.0      99.0       99.0    99.0    0.031   0.086   0.49    0.42   
  40     229.039703   0.2484      0.119   -21.778   2.931   19.758   3.29    3.197   11.269   -0.692   -12.012   1.97    -1      0.122   99.0      99.0       99.0    99.0    0.01    0.1     0.88    0.09   
  40     229.050507   0.2944      0.12    -21.11    2.853   19.603   2.245   2.825   10.927   0.075    -10.898   1.732   2       0.122   99.0      99.0       99.0    99.0    0.024   0.103   0.79    0.22   
  40     229.030701   0.3353      0.121   -21.374   3.018   19.358   2.263   3.121   11.157   -0.83    -12.047   1.91    -1      0.122   99.0      99.0       99.0    99.0    0.017   0.105   0.34    0.66   
  40     229.082993   0.0596      0.117   -21.781   2.971   19.269   2.648   3.188   11.273   -0.673   -11.998   1.913   -1      0.122   99.0      99.0       99.0    99.0    0.01    0.091   0.94    0.03   
  40     229.065094   0.0914      0.116   -21.551   2.827   20.256   3.758   2.648   11.176   -0.617   -11.824   1.761   5       0.122   99.0      99.0       99.0    99.0    0.013   0.091   0.71    0.17   
  40     229.043503   0.3503      0.121   -20.999   2.812   20.527   3.257   2.458   10.997   -0.116   -11.164   1.609   5       0.122   99.0      99.0       99.0    99.0    0.028   0.107   0.34    0.66   
  40     229.0336     0.0336      0.121   -21.22    2.902   19.926   2.741   3.341   10.962   -0.822   -11.834   1.9     -1      0.122   99.0      99.0       99.0    99.0    0.021   0.092   0.71    0.24   
  40     229.017593   0.049       0.118   -21.029   2.898   19.914   2.51    3.192   10.93    -0.803   -11.791   1.954   -1      0.122   99.0      99.0       99.0    99.0    0.027   0.09    0.51    0.49   
  40     229.063797   -0.0571     0.121   -21.234   2.884   20.612   3.799   2.705   11.055   -0.599   -11.697   1.804   -1      0.122   99.0      99.0       99.0    99.0    0.021   0.088   0.58    0.21   
  40     229.0979     0.1025      0.115   -21.021   2.847   19.696   2.279   2.712   10.979   -0.673   -11.708   1.812   -1      0.122   99.0      99.0       99.0    99.0    0.027   0.092   0.58    0.31   
  40     229.109894   0.2975      0.12    -21.493   2.987   19.647   2.734   3.066   11.138   -0.751   -11.929   1.806   -1      0.122   99.0      99.0       99.0    99.0    0.014   0.105   0.88    0.04   
  40     229.099106   0.0324      0.113   -20.47    2.901   20.04    2.083   2.816   10.694   -0.961   -11.705   1.921   -1      0.122   99.0      99.0       99.0    99.0    0.058   0.087   0.4     0.53   
  40     229.109802   -0.0413     0.114   -20.668   1.597   20.944   3.456   2.223   10.306   0.625    -9.733    1.163   1       0.122   99.0      99.0       99.0    99.0    0.044   0.085   0.12    0.64   
  40     229.1147     -0.0867     0.112   -20.407   1.628   21.068   3.262   2.036   10.221   0.337    -9.931    1.39    2       0.122   99.0      99.0       99.0    99.0    0.063   0.082   0.04    0.78   
  40     229.289902   0.1291      0.119   -21.811   2.968   19.969   3.707   2.809   11.199   0.039    -11.215   1.801   2       0.122   99.0      99.0       99.0    99.0    0.009   0.101   0.13    0.85   
  40     229.2061     -0.0264     0.121   -21.078   3.025   20.281   3.041   2.536   11.082   -0.936   -12.092   1.841   -1      0.122   99.0      99.0       99.0    99.0    0.025   0.094   0.49    0.4    
  40     229.345306   -0.0502     0.119   -20.847   3.001   19.862   2.272   3.153   10.826   -0.883   -11.761   1.877   -1      0.122   99.0      99.0       99.0    99.0    0.035   0.096   0.77    0.08   
  40     229.305206   0.1555      0.119   -21.106   3.099   20.368   3.225   3.036   10.905   -1.084   -12.045   1.955   -1      0.122   99.0      99.0       99.0    99.0    0.024   0.102   0.35    0.6    
  41     228.911896   -1.2203     0.121   -21.088   2.892   19.82    2.732   2.963   10.983   -0.692   -11.728   1.9     -1      0.118   539.581   3.852E14   1.897   1.335   0.025   0.982   0.05    0.93   
  41     228.802902   -0.9389     0.122   -21.218   1.97    21.739   6.431   2.148   10.87    0.459    -10.472   1.672   2       0.118   539.581   3.852E14   1.897   1.335   0.021   0.943   0.24    0.67   
  41     229.091904   -0.9315     0.121   -20.622   2.317   20.682   3.016   2.214   10.711   -0.358   -11.118   1.83    -1      0.118   539.581   3.852E14   1.897   1.335   0.048   0.143   0.16    0.7    
  41     228.947403   -0.9656     0.117   -21.244   2.783   20.176   3.202   2.683   10.985   0.334    -10.709   1.563   2       0.118   539.581   3.852E14   1.897   1.335   0.02    0.523   0.41    0.47   
  41     229.103699   -1.1407     0.119   -20.984   2.803   19.876   2.587   2.761   10.824   -0.903   -11.768   1.971   -1      0.118   539.581   3.852E14   1.897   1.335   0.029   0.534   0.48    0.38   
  41     229.121307   -1.0052     0.12    -21.035   3.138   20.209   2.971   2.478   11.02    0.059    -11.018   1.685   2       0.118   539.581   3.852E14   1.897   1.335   0.027   0.162   0.48    0.21   
  41     228.928696   -1.0279     0.122   -21.035   2.733   20.656   3.662   2.582   10.862   -0.697   -11.594   1.93    -1      0.118   539.581   3.852E14   1.897   1.335   0.027   0.632   0.03    0.93   
  41     229.106796   -1.0485     0.115   -21.583   2.913   19.644   3.017   3.168   11.093   -0.71    -11.851   1.917   -1      0.118   539.581   3.852E14   1.897   1.335   0.012   0.284   0.62    0.32   
  41     229.089706   -1.014      0.116   -20.874   2.855   20.618   3.37    2.594   10.509   -0.387   -10.944   1.472   5       0.118   539.581   3.852E14   1.897   1.335   0.033   0.224   0.27    0.34   
  41     229.054596   -0.9574     0.118   -20.746   2.417   20.565   3.047   2.409   10.682   -0.492   -11.236   1.779   -1      0.118   539.581   3.852E14   1.897   1.335   0.04    0.238   0.25    0.55   
  41     229.129501   -1.15       0.117   -20.853   3.057   20.014   2.604   2.717   10.768   -1.006   -11.798   1.806   -1      0.118   539.581   3.852E14   1.897   1.335   0.034   0.543   0.55    0.29   
