 cls ig      ra           dec       ty 
 22  41     164.58708      10.77611  1
 22  42     164.58501      10.77278  1
 22  43     164.20416      10.79917  3
 22  44     164.00626      10.77750  3
 22  45     164.53667      10.82167  1
 22  46     164.54709      10.86333  1
 22  47     163.97833      10.83944  3
 22  48     164.59166      10.87306  2
 22  49     164.70166      10.95389  2
 22  50     164.57417      10.95417  2
 22  51     164.54750      10.99694  3
 22  52     164.28291      11.06806  1
 22  53     164.27167      11.10167  3
 22  54     164.50626      11.16250  2
 22  55     163.83708      11.16778  3
 22  56     164.56375      11.28167  3
 22  57     164.02625      11.27806  3
 22  58     164.96167      11.32278  3
 22  59     164.60458      11.31528  2
 22  60     164.22626      11.45722  1
 23   1     166.94083      28.36917  2
 23   2     167.50958      28.55611  3
 23   3     167.44417      28.55056  3
 23   4     167.27499      28.53944  2
 23   5     167.17375      28.53361  2
 23   6     167.02167      28.55083  2
 23   7     166.90459      28.55806  3
 23   8     166.74959      28.52361  3
 23   9     167.56041      28.66333  2
 23  10     166.99500      28.58945  2
 23  11     166.59541      28.55417  3
 23  12     167.35249      28.75861  3
 23  13     167.06459      28.74167  3
 23  14     167.01375      28.73139  3
 23  15     167.41875      28.84417  3
 23  16     167.06708      28.81556  2
 23  17     167.06125      28.83472  2
 23  18     166.54750      28.74639  3
 23  19     166.87125      28.88500  3
 23  20     166.72041      28.89889  3
 23  21     166.37666      28.80194  2
 23  22     166.92166      28.89944  1
 23  23     167.59459      29.02528  1
 23  24     167.23209      29.01805  3
 23  25     167.18417      29.00333  2
 23  26     167.16458      28.95333  3
 23  27     167.13959      28.98472  3
 23  28     167.14041      28.96972  2
 23  29     167.07959      28.95028  2
 23  30     167.08167      29.01778  2
 23  31     167.05000      28.97528  2
 23  32     167.03291      28.93194  1
 23  33     167.01250      28.96500  1
 23  34     166.99126      29.00528  2
 23  35     166.94792      28.96750  2
 23  36     166.94417      28.95944  3
 23  37     166.93709      28.98056  3
 23  38     166.62042      28.94444  2
 23  39     166.99417      29.04083  1
 23  40     167.23291      29.02861  2
 23  41     167.39917      29.10333  3
 23  42     166.79333      29.24306  2
 23  43     166.75667      29.18750  2
 23  44     166.90459      29.31722  3
 24   1     176.98083      55.77000  3
 24   2     176.71791      55.68167  3
 24   3     176.28084      55.66889  2
 24   4     176.05624      55.66667  3
 24   5     175.76250      55.55944  2
 24   6     175.72041      55.67861  2
 24   7     175.84209      55.69944  2
 24   8     176.54292      55.81778  2
 24   9     176.40083      55.89583  3
 24  10     176.34584      55.86833  2
 24  11     176.06667      55.82167  3
 24  12     176.10791      55.89444  2
 24  13     175.69208      55.80639  4
 24  14     175.45375      55.85611  2
 24  15     175.44041      55.91028  3
 24  16     175.45042      55.93083  3
 24  17     176.64958      55.98056  3
 24  18     176.63042      55.97833  3
 24  19     176.33958      56.04139  2
 24  20     176.26709      55.99417  2
 24  21     176.24333      55.99694  3
 24  22     176.20833      56.01111  2
 24  23     176.17500      56.00917  2
 24  24     176.16792      55.96250  2
 24  25     176.14999      55.99667  1
 24  26     176.11084      56.02056  2
 24  27     176.06334      56.05389  2
 24  28     176.00958      56.04222  1
 24  29     175.98708      56.04361  2
 24  30     175.96333      56.05833  3
 24  31     176.04042      55.98611  2
 24  32     176.01584      55.99722  2
 24  33     175.99500      56.00694  1
 24  34     175.96333      56.01583  2
 24  35     175.99167      55.98639  2
 24  36     176.00833      55.98000  1
 24  37     175.83792      56.07472  3
 24  38     175.77126      56.07917  2
 24  39     176.12666      56.13306  2
 24  40     176.51125      56.18528  3
 24  41     176.76917      56.40389  3
 24  42     176.80499      56.42722  1
 24  43     176.55875      56.51333  2
 24  44     176.25751      56.55111  3
 24  45     176.28583      56.30194  2
 24  46     176.29834      56.26889  2
 24  47     176.16583      56.31500  1
 24  48     175.58749      56.47917  3
 24  49     175.59375      56.45389  3
 24  50     175.45125      56.38750  2
 24  51     175.51042      56.33639  3
 24  52     175.56209      56.31833  3
 25   1     192.78708     -15.88056  3
 25   2     192.28250     -15.85111  2
 25   3     192.18834     -15.86306  3
 25   4     193.04584     -15.78083  3
 25   5     192.86208     -15.81167  3
 25   6     192.93375     -15.80972  1
 25   7     192.51416     -15.71472  3
 25   8     192.79584     -15.70889  2
 25   9     192.45459     -15.66472  4
 25  10     192.45334     -15.66556  1
 25  11     192.42667     -15.68583  3
 25  12     192.73209     -15.60667  3
 25  13     192.60001     -15.61583  2
 25  14     192.47626     -15.60222  4
 25  15     192.90500     -15.56444  2
 25  16     192.61917     -15.58472  2
 25  17     192.43124     -15.55611  1
 25  18     192.58749     -15.50444  3
 25  19     192.39542     -15.52778  3
 25  20     192.04417     -15.51917  2
 25  21     193.27167     -15.46083  3
 25  22     192.90750     -15.46861  3
 25  23     192.69667     -15.45250  2
 25  24     192.57709     -15.39333  2
 25  25     192.44167     -15.36000  1
 25  26     192.09375     -15.40806  2
 25  27     193.02875     -15.30250  2
 25  28     192.54541     -15.31722  2
 25  29     192.39708     -15.33167  3
 25  30     192.39999     -15.30417  1
 25  31     191.82124     -15.29917  3
 25  32     192.41667     -15.31222  2
 25  33     192.60001     -15.29083  2
 25  34     193.02417     -15.29861  2
 25  35     192.71292     -15.26139  2
 25  36     192.71083     -15.23583  3
 25  37     192.68167     -15.27222  2
 25  38     192.67416     -15.23694  3
 25  39     192.66833     -15.26167  2
 25  40     192.64667     -15.23500  3
 25  41     192.62917     -15.23778  2
 25  42     192.51167     -15.26250  1
 25  43     192.48917     -15.23611  2
 25  44     192.48000     -15.24417  2
 25  45     192.45708     -15.24667  3
 25  46     192.44917     -15.24472  3
 25  47     192.18333     -15.23750  2
 25  48     192.76791     -15.20333  2
 25  49     192.60834     -15.17806  1
 25  50     192.55458     -15.21917  3
 25  51     192.48209     -15.17667  1
 25  52     192.46500     -15.22722  3
 25  53     192.39833     -15.20667  2
 25  54     192.36917     -15.18583  3
 25  55     192.93750     -15.12861  3
 25  56     192.78500     -15.11778  2
 25  57     192.61000     -15.16000  3
 25  58     192.59875     -15.13111  2
 25  59     192.56084     -15.14083  1
 25  60     192.42000     -15.12194  2
 25  61     192.28416     -15.11306  3
 25  62     192.02417     -15.11806  3
 25  63     193.27374     -15.08028  3
 25  64     193.23125     -15.04722  2
 25  65     192.84750     -15.06972  1
 25  66     192.62125     -15.10222  2
 25  67     192.61250     -15.07000  2
 25  68     192.60249     -15.08417  2
 25  69     192.59000     -15.09306  3
 25  70     192.58333     -15.07500  1
 25  71     192.57625     -15.07028  1
 25  72     192.55875     -15.07556  2
 25  73     192.23958     -15.05111  3
 25  74     191.81541     -15.05250  3
 25  75     192.76958     -15.01056  2
 25  76     192.50250     -14.99083  3
 25  77     192.49875     -15.00139  2
 25  78     192.35583     -15.00361  3
 25  79     192.26042     -15.01083  3
 25  80     192.78917     -14.97417  3
 25  81     192.58958     -14.98139  2
 25  82     192.52417     -14.97389  3
 25  83     192.47708     -14.94528  3
 25  84     192.47417     -14.93139  1
 25  85     192.39583     -14.92694  2
 25  86     192.34500     -14.92944  2
 25  87     192.15584     -14.92750  2
 25  88     192.15250     -14.93000  1
 25  89     192.08125     -14.97417  3
 25  90     191.85042     -14.94139  2
 25  91     192.97292     -14.92444  2
 25  92     192.80833     -14.86722  2
 25  93     192.47501     -14.92000  2
 25  94     192.46916     -14.90222  2
 25  95     192.45084     -14.88917  2
 25  96     192.40584     -14.88528  3
 25  97     192.20334     -14.88750  3
 25  98     191.99542     -14.92528  3
 25  99     192.88042     -14.81639  3
 25 100     192.81541     -14.83611  2
 25 101     192.74959     -14.83222  2
 25 102     192.44749     -14.82750  3
 25 103     192.43250     -14.81861  2
 25 104     192.42209     -14.83083  2
 25 105     192.38625     -14.81222  2
 25 106     192.66917     -14.79028  2
 25 107     192.33125     -14.77722  2
 25 108     192.15834     -14.76861  3
 25 109     192.13374     -14.78583  3
 25 110     192.00375     -14.75250  3
 25 111     192.85791     -14.72917  1
 25 112     192.52499     -14.73333  3
 25 113     192.24042     -14.68472  2
 25 114     192.15042     -14.70917  2
 25 115     191.88083     -14.72611  2
 25 116     191.81500     -14.74167  1
 25 117     191.80833     -14.70444  1
 25 118     191.80333     -14.68889  2
 25 119     191.79208     -14.70611  3
 25 120     193.23541     -14.63306  3
 25 121     193.17500     -14.68056  3
 25 122     193.15416     -14.64611  1
 25 123     192.94167     -14.65333  3
 25 124     192.75999     -14.67667  3
 25 125     192.06291     -14.63472  3
 25 126     192.05376     -14.68056  3
 25 127     191.89209     -14.66028  3
 25 128     191.86333     -14.59917  3
 25 129     192.98792     -14.51806  2
 25 130     192.94208     -14.51250  3
 25 131     192.85709     -14.55694  3
 25 132     192.31708     -14.52694  2
 25 133     192.31000     -14.51611  3
 25 134     192.16917     -14.50250  3
 25 135     192.09166     -14.47972  4
 25 136     192.95708     -14.43250  2
 25 137     192.19708     -14.40611  3
 25 138     192.49249     -15.03472  2
 25 139     192.47417     -15.04167  2
 26   1     193.98750     -17.80000  3
 26   2     193.38167     -17.72556  2
 26   3     194.03542     -17.67972  3
 26   4     193.78999     -17.66500  2
 26   5     193.70958     -17.66889  2
 26   6     193.56541     -17.67778  3
 26   7     193.38667     -17.71139  1
 26   8     193.05458     -17.70361  3
 26   9     193.08708     -17.65444  3
 26  10     194.26666     -17.64305  3
 26  11     193.69792     -17.59361  3
 26  12     193.67458     -17.60722  3
 26  13     193.48375     -17.60444  2
 26  14     194.04625     -17.58028  1
 26  15     194.02292     -17.54278  2
 26  16     193.94792     -17.58750  2
 26  17     193.92250     -17.58694  2
 26  18     193.18333     -17.55889  3
 26  19     193.11958     -17.54445  3
 26  20     193.75209     -17.52972  2
 26  21     193.22084     -17.48667  1
 26  22     192.90584     -17.50722  2
 26  23     193.69667     -17.42778  3
 26  24     193.56416     -17.43139  2
 26  25     193.11458     -17.43611  1
 26  26     194.17416     -17.37722  3
 26  27     194.11375     -17.36250  3
 26  28     193.85333     -17.36194  2
 26  29     193.79584     -17.39583  3
 26  30     193.70583     -17.37889  2
 26  31     193.70500     -17.35194  2
 26  32     193.69542     -17.38750  2
 26  33     193.65334     -17.38583  3
 26  34     193.58875     -17.36333  2
 26  35     193.23042     -17.35139  2
 26  36     193.07875     -17.37194  3
 26  37     194.01375     -17.31722  2
 26  38     193.97333     -17.33667  1
 26  39     193.85667     -17.32139  2
 26  40     193.83875     -17.32000  3
 26  41     193.73500     -17.30056  2
 26  42     193.45291     -17.31500  2
 26  43     193.24875     -17.29472  1
 26  44     193.09500     -17.30111  3
 26  45     192.94833     -17.29833  3
 26  46     194.10959     -17.26472  3
 26  47     194.02959     -17.27306  3
 26  48     193.90666     -17.27611  2
 26  49     193.84250     -17.25917  2
 26  50     193.79459     -17.27583  1
 26  51     193.78334     -17.23361  3
 26  52     193.68541     -17.27000  2
 26  53     193.67041     -17.27028  2
 26  54     193.61041     -17.28833  2
 26  55     193.52417     -17.26333  3
 26  56     193.51833     -17.23806  3
 26  57     193.47958     -17.24361  3
 26  58     193.27333     -17.28306  2
 26  59     193.25000     -17.26611  3
 26  60     193.00751     -17.25556  1
 26  61     194.38625     -17.19833  3
 26  62     194.02042     -17.17639  3
 26  63     193.86000     -17.18472  2
 26  64     193.84541     -17.17861  3
 26  65     193.73416     -17.18583  2
 26  66     193.68625     -17.18111  2
 26  67     193.63374     -17.20028  2
 26  68     193.53166     -17.21417  2
 26  69     193.31876     -17.22333  2
 26  70     193.03458     -17.22806  3
 26  71     194.24292     -17.16055  2
 26  72     194.08917     -17.14611  2
 26  73     193.75917     -17.15750  2
 26  74     193.63834     -17.13944  1
 26  75     193.63542     -17.14722  2
 26  76     193.41917     -17.16306  3
 26  77     193.79541     -17.07333  2
 26  78     193.78833     -17.05750  2
 26  79     193.65250     -17.07722  1
 26  80     193.64417     -17.07167  2
 26  81     193.52875     -17.10222  2
 26  82     193.39958     -17.10111  3
 26  83     193.28041     -17.06389  3
 26  84     194.03708     -17.03972  1
 26  85     193.91875     -17.04028  2
 26  86     193.79750     -16.99417  1
 26  87     193.79500     -17.00278  1
 26  88     193.71875     -17.01889  1
 26  89     193.70876     -17.01972  2
 26  90     193.58000     -17.00917  2
 26  91     193.55251     -17.00917  3
 26  92     193.52126     -17.03806  2
 26  93     193.25458     -17.01583  2
 26  94     193.19125     -17.00556  2
 26  95     193.02542     -17.01583  2
 26  96     192.89250     -16.98750  2
 26  97     193.89458     -16.95667  1
 26  98     193.66624     -16.97361  1
 26  99     193.64708     -16.93917  2
 26 100     193.63875     -16.96806  1
 26 101     193.27583     -16.95694  3
 26 102     192.94292     -16.98000  2
 26 103     194.02499     -16.88305  3
 26 104     193.79791     -16.86555  3
 26 105     193.74458     -16.91833  3
 26 106     193.72708     -16.90250  2
 26 107     193.66042     -16.90055  3
 26 108     193.64084     -16.88472  2
 26 109     193.63834     -16.88528  2
 26 110     193.34250     -16.92389  2
 26 111     193.22250     -16.88222  2
 26 112     194.38499     -16.82306  2
 26 113     193.77374     -16.82528  2
